test,R_AU,K,K_over_bound,passed,r_kpc,K_A,K_B,Vc_bar_kms,Vc_eff_A_kms,Vc_eff_B_kms,deviation_AB,Dl_ratio,Ds_ratio,Dls_ratio,Sigcrit_ratio,one_plus_K
Cassini,0.1,7.77817925401436e-09,0.00033818170669627654,PASS,,,,,,,,,,,,
Cassini,1.0,4.445062844671277e-08,0.0019326360194222942,PASS,,,,,,,,,,,,
Cassini,10.0,2.540257100299703e-07,0.011044596088259579,FAIL,,,,,,,,,,,,
Cassini,100.0,1.4516982514706233e-06,0.06311731528133145,FAIL,,,,,,,,,,,,
SPARC_toy,,,,,1.0,0.07186604971641387,0.07186604971641387,126.99971450727952,131.48402864772189,131.48402864772189,0.0,,,,,
SPARC_toy,,,,,4.999999999999999,0.17321070721258908,0.17321070721258908,141.98999738067158,153.7962549169187,153.7962549169187,0.0,,,,,
SPARC_toy,,,,,9.999999999999998,0.2307791649391191,0.2307791649391191,123.57180308742524,137.0911601041939,137.0911601041939,0.0,,,,,
SPARC_toy,,,,,19.999999999999996,0.2901514476225433,0.2901514476225433,98.77565035177156,112.1941583167212,112.1941583167212,0.0,,,,,
SPARC_toy,,,,,30.0,0.3236356632791832,0.3236356632791832,84.31588900891282,97.0048957998773,97.0048957998773,0.0,,,,,
SPARC_toy,,,,,50.0,0.3630312236785203,0.3630312236785203,67.77536553724748,79.12701285108675,79.12701285108675,0.0,,,,,
Cluster_dist,,,,,,,,,,,,1.0,1.0,1.0,1.0,
Cluster_kernel,,,,,50.0,,,,,,,,,,,3.089229313904481
Cluster_kernel,,,,,100.0,,,,,,,,,,,3.790942485587406
Cluster_kernel,,,,,200.0,,,,,,,,,,,4.449999999999999
Cluster_kernel,,,,,500.0,,,,,,,,,,,5.084836309011585
Cluster_kernel,,,,,1000.0,,,,,,,,,,,5.356197653566969
Cluster_kernel,,,,,2000.0,,,,,,,,,,,5.495143797199654
